Sr. No,Image,Object_Class,Confidence
1345,32416.png,person,tensor(0.62280)
1346,15743.png,person,tensor(0.61574)
1347,35729.png,person,tensor(0.58523)
1348,73546.png,tie,tensor(0.64941)
1349,04583.png,tie,tensor(0.58065)
1349,04583.png,person,tensor(0.50283)
1350,42315.png,person,tensor(0.63025)
1351,38794.png,vase,tensor(0.70716)
1351,38794.png,person,tensor(0.67038)
1351,38794.png,person,tensor(0.63218)
1355,97543.png,tie,tensor(0.81015)
1355,97543.png,person,tensor(0.77091)
1355,97543.png,tie,tensor(0.76559)
1355,97543.png,person,tensor(0.74414)
1355,97543.png,person,tensor(0.71105)
1355,97543.png,person,tensor(0.65861)
1355,97543.png,person,tensor(0.63693)
1355,97543.png,person,tensor(0.50479)
1356,49607.png,person,tensor(0.54983)
1357,02987.png,person,tensor(0.85360)
1357,02987.png,person,tensor(0.83478)
1357,02987.png,person,tensor(0.78572)
1357,02987.png,person,tensor(0.70035)
1357,02987.png,tie,tensor(0.67810)
1357,02987.png,person,tensor(0.61147)
1359,50984.png,microwave,tensor(0.74383)
1359,50984.png,cat,tensor(0.66613)
1359,50984.png,orange,tensor(0.55864)
1361,75482.png,person,tensor(0.60824)
1361,75482.png,person,tensor(0.56698)
1363,29364.png,person,tensor(0.71730)
1363,29364.png,person,tensor(0.67521)
1363,29364.png,person,tensor(0.65424)
1363,29364.png,cake,tensor(0.63102)
1363,29364.png,handbag,tensor(0.60743)
1363,29364.png,person,tensor(0.59459)
1365,71038.png,tie,tensor(0.63120)
1366,89567.png,person,tensor(0.53803)
1367,27309.png,tie,tensor(0.92535)
1367,27309.png,person,tensor(0.51963)
1373,61480.png,person,tensor(0.80884)
1373,61480.png,person,tensor(0.52940)
1374,90278.png,person,tensor(0.58892)
1375,89517.png,car,tensor(0.86622)
1375,89517.png,person,tensor(0.85814)
1375,89517.png,car,tensor(0.84890)
1375,89517.png,car,tensor(0.84767)
1375,89517.png,car,tensor(0.84255)
1375,89517.png,car,tensor(0.70141)
1375,89517.png,car,tensor(0.64634)
1375,89517.png,car,tensor(0.60805)
1375,89517.png,car,tensor(0.60696)
1377,02634.png,person,tensor(0.68203)
1378,87654.png,tie,tensor(0.80526)
1378,87654.png,person,tensor(0.66663)
1378,87654.png,tie,tensor(0.56260)
1378,87654.png,person,tensor(0.52667)
1379,16039.png,person,tensor(0.63877)
1380,60598.png,person,tensor(0.80518)
1380,60598.png,person,tensor(0.76924)
1380,60598.png,person,tensor(0.71464)
1380,60598.png,person,tensor(0.63124)
1380,60598.png,person,tensor(0.52289)
1382,61423.png,person,tensor(0.67340)
1383,57084.png,person,tensor(0.72615)
1383,57084.png,person,tensor(0.68817)
1384,97160.png,person,tensor(0.83814)
1385,09825.png,person,tensor(0.90435)
1385,09825.png,bench,tensor(0.81160)
1385,09825.png,cell phone,tensor(0.80809)
1385,09825.png,person,tensor(0.76818)
1385,09825.png,person,tensor(0.58407)
1385,09825.png,person,tensor(0.58286)
1385,09825.png,person,tensor(0.55352)
1387,13749.png,person,tensor(0.88303)
1387,13749.png,zebra,tensor(0.75581)
1388,08567.png,person,tensor(0.52775)
1389,81972.png,person,tensor(0.76967)
1390,18679.png,person,tensor(0.79450)
1390,18679.png,person,tensor(0.74114)
1391,03976.png,person,tensor(0.75513)
1391,03976.png,person,tensor(0.74711)
1391,03976.png,person,tensor(0.74393)
1391,03976.png,person,tensor(0.71684)
1391,03976.png,person,tensor(0.71504)
1391,03976.png,person,tensor(0.70513)
1391,03976.png,person,tensor(0.64490)
1391,03976.png,person,tensor(0.58487)
1391,03976.png,person,tensor(0.51742)
1392,78465.png,person,tensor(0.53621)
1394,43216.png,person,tensor(0.81522)
1394,43216.png,person,tensor(0.78618)
1394,43216.png,person,tensor(0.75399)
1394,43216.png,person,tensor(0.72045)
1394,43216.png,person,tensor(0.70858)
1394,43216.png,person,tensor(0.68999)
1394,43216.png,person,tensor(0.59985)
1394,43216.png,person,tensor(0.56808)
1394,43216.png,person,tensor(0.52369)
1394,43216.png,person,tensor(0.50481)
1395,13745.png,tie,tensor(0.70545)
1395,13745.png,person,tensor(0.69998)
1398,85621.png,person,tensor(0.62455)
1399,87413.png,person,tensor(0.62702)
1404,04637.png,person,tensor(0.60668)
1405,18926.png,person,tensor(0.70549)
1406,28319.png,person,tensor(0.73372)
1407,62418.png,person,tensor(0.66949)
1410,05489.png,person,tensor(0.89317)
1410,05489.png,person,tensor(0.89148)
1410,05489.png,refrigerator,tensor(0.88093)
1410,05489.png,person,tensor(0.82252)
1410,05489.png,oven,tensor(0.82106)
1410,05489.png,chair,tensor(0.81788)
1410,05489.png,microwave,tensor(0.80726)
1410,05489.png,person,tensor(0.66549)
1410,05489.png,chair,tensor(0.62419)
1410,05489.png,potted plant,tensor(0.52170)
1411,10528.png,person,tensor(0.56969)
1415,60981.png,person,tensor(0.84928)
1416,14965.png,person,tensor(0.73674)
1420,41087.png,person,tensor(0.64594)
1421,69523.png,person,tensor(0.87348)
1421,69523.png,person,tensor(0.83479)
1421,69523.png,person,tensor(0.55650)
1422,59342.png,baseball bat,tensor(0.59364)
1422,59342.png,person,tensor(0.55723)
1423,49658.png,person,tensor(0.82874)
1424,43279.png,tie,tensor(0.72396)
1425,31705.png,tie,tensor(0.90758)
1425,31705.png,person,tensor(0.68985)
1427,12768.png,person,tensor(0.62227)
1428,53219.png,person,tensor(0.64247)
1428,53219.png,tie,tensor(0.59677)
1429,62094.png,person,tensor(0.68877)
1429,62094.png,person,tensor(0.61108)
1431,27603.png,person,tensor(0.67106)
1431,27603.png,person,tensor(0.59124)
1432,50793.png,person,tensor(0.85791)
1432,50793.png,person,tensor(0.78037)
1432,50793.png,person,tensor(0.74734)
1432,50793.png,person,tensor(0.55732)
1432,50793.png,person,tensor(0.51641)
1433,21640.png,person,tensor(0.86132)
1433,21640.png,person,tensor(0.83756)
1435,51283.png,person,tensor(0.69262)
1435,51283.png,tie,tensor(0.54565)
1436,83549.png,person,tensor(0.76459)
1437,81305.png,person,tensor(0.83184)
1438,06584.png,chair,tensor(0.82298)
1438,06584.png,person,tensor(0.81626)
1438,06584.png,wine glass,tensor(0.52886)
1441,94130.png,person,tensor(0.74375)
1441,94130.png,tie,tensor(0.69376)
1442,89076.png,person,tensor(0.76182)
1443,27305.png,person,tensor(0.72211)
1443,27305.png,person,tensor(0.71710)
1443,27305.png,tv,tensor(0.54724)
1444,72536.png,tie,tensor(0.86434)
1444,72536.png,person,tensor(0.68727)
1445,47582.png,person,tensor(0.65398)
1447,56741.png,person,tensor(0.83337)
1447,56741.png,person,tensor(0.72539)
1448,80327.png,person,tensor(0.61650)
1448,80327.png,person,tensor(0.58924)
1450,30582.png,person,tensor(0.81547)
1450,30582.png,bowl,tensor(0.77903)
1450,30582.png,cup,tensor(0.61914)
1450,30582.png,cup,tensor(0.58649)
1451,23091.png,person,tensor(0.55629)
1453,18406.png,person,tensor(0.60675)
1456,71354.png,dog,tensor(0.86582)
1456,71354.png,person,tensor(0.78960)
1457,05476.png,person,tensor(0.92826)
1457,05476.png,person,tensor(0.78973)
1457,05476.png,person,tensor(0.65332)
1458,97643.png,person,tensor(0.79421)
1458,97643.png,person,tensor(0.78796)
1458,97643.png,person,tensor(0.74025)
1458,97643.png,person,tensor(0.72504)
1458,97643.png,person,tensor(0.67417)
1458,97643.png,person,tensor(0.62166)
1458,97643.png,person,tensor(0.58754)
1459,70498.png,person,tensor(0.74502)
1459,70498.png,person,tensor(0.62897)
1459,70498.png,tie,tensor(0.54123)
1460,59871.png,person,tensor(0.68987)
1460,59871.png,person,tensor(0.52847)
1462,28043.png,donut,tensor(0.53999)
1462,28043.png,cup,tensor(0.51286)
1463,16798.png,person,tensor(0.84269)
1463,16798.png,person,tensor(0.73636)
1464,68957.png,person,tensor(0.91307)
1465,72469.png,person,tensor(0.80327)
1465,72469.png,person,tensor(0.78556)
1465,72469.png,bench,tensor(0.73637)
1468,62093.png,person,tensor(0.88206)
1468,62093.png,person,tensor(0.77836)
1468,62093.png,person,tensor(0.75838)
1468,62093.png,person,tensor(0.69822)
1468,62093.png,bowl,tensor(0.66939)
1468,62093.png,bowl,tensor(0.63483)
1468,62093.png,bottle,tensor(0.59245)
1468,62093.png,person,tensor(0.58544)
1468,62093.png,bottle,tensor(0.51870)
1469,71089.png,person,tensor(0.85237)
1469,71089.png,person,tensor(0.55934)
1469,71089.png,person,tensor(0.54998)
1470,64285.png,frisbee,tensor(0.72272)
1470,64285.png,dog,tensor(0.62171)
1472,46501.png,person,tensor(0.86157)
1472,46501.png,cell phone,tensor(0.77891)
1472,46501.png,person,tensor(0.75037)
1472,46501.png,person,tensor(0.72650)
1472,46501.png,person,tensor(0.58401)
1473,02451.png,person,tensor(0.82230)
1475,17843.png,person,tensor(0.73252)
1478,83216.png,baseball glove,tensor(0.58915)
1479,80926.png,cell phone,tensor(0.79781)
1480,74598.png,person,tensor(0.89977)
1480,74598.png,person,tensor(0.84452)
1480,74598.png,orange,tensor(0.79004)
1480,74598.png,orange,tensor(0.58490)
1481,74250.png,person,tensor(0.58072)
1482,94836.png,person,tensor(0.54139)
1484,19845.png,person,tensor(0.76836)
1484,19845.png,person,tensor(0.61306)
1486,93547.png,person,tensor(0.61153)
1487,93754.png,person,tensor(0.74361)
1488,94068.png,person,tensor(0.76378)
1490,82765.png,person,tensor(0.65990)
1490,82765.png,person,tensor(0.59352)
1493,27614.png,person,tensor(0.60200)
1495,70624.png,person,tensor(0.85726)
1495,70624.png,person,tensor(0.81897)
1495,70624.png,person,tensor(0.75110)
1495,70624.png,person,tensor(0.71686)
1495,70624.png,person,tensor(0.70965)
1495,70624.png,person,tensor(0.62235)
1495,70624.png,person,tensor(0.57969)
1495,70624.png,person,tensor(0.55087)
1496,72164.png,person,tensor(0.81182)
1496,72164.png,person,tensor(0.74815)
1496,72164.png,person,tensor(0.62523)
1496,72164.png,person,tensor(0.53777)
1497,52091.png,person,tensor(0.61090)
1498,08367.png,person,tensor(0.59269)
1500,06239.png,person,tensor(0.85532)
1500,06239.png,person,tensor(0.83815)
1500,06239.png,person,tensor(0.74352)
1500,06239.png,cell phone,tensor(0.58484)
1501,53082.png,cow,tensor(0.84273)
1502,89073.png,person,tensor(0.65116)
1503,41697.png,tie,tensor(0.87154)
1503,41697.png,tie,tensor(0.65397)
1503,41697.png,person,tensor(0.62559)
1503,41697.png,tie,tensor(0.58685)
1505,86137.png,bear,tensor(0.73476)
1506,96280.png,person,tensor(0.72488)
1506,96280.png,cell phone,tensor(0.56496)
1507,29750.png,person,tensor(0.58363)
1508,90145.png,person,tensor(0.68951)
1509,63210.png,person,tensor(0.87521)
1509,63210.png,car,tensor(0.72746)
1509,63210.png,person,tensor(0.69234)
1509,63210.png,cell phone,tensor(0.52087)
1510,98642.png,cat,tensor(0.56773)
1511,26795.png,person,tensor(0.83001)
1513,70865.png,person,tensor(0.66900)
1513,70865.png,person,tensor(0.51856)
1514,47920.png,person,tensor(0.72797)
1514,47920.png,person,tensor(0.65383)
1515,92816.png,person,tensor(0.56886)
1516,56179.png,person,tensor(0.90028)
1516,56179.png,person,tensor(0.89908)
1516,56179.png,person,tensor(0.87229)
1516,56179.png,person,tensor(0.86346)
1516,56179.png,tie,tensor(0.85653)
1516,56179.png,person,tensor(0.83824)
1516,56179.png,tie,tensor(0.83189)
1516,56179.png,person,tensor(0.80517)
1516,56179.png,person,tensor(0.79888)
1516,56179.png,tie,tensor(0.74581)
1516,56179.png,person,tensor(0.73287)
1516,56179.png,person,tensor(0.72652)
1516,56179.png,tie,tensor(0.72513)
1516,56179.png,person,tensor(0.71935)
1516,56179.png,person,tensor(0.70084)
1516,56179.png,person,tensor(0.69942)
1516,56179.png,person,tensor(0.68953)
1516,56179.png,person,tensor(0.66557)
1516,56179.png,tie,tensor(0.66330)
1516,56179.png,tie,tensor(0.62928)
1516,56179.png,person,tensor(0.61545)
1516,56179.png,tie,tensor(0.59750)
1516,56179.png,tie,tensor(0.58723)
1516,56179.png,tie,tensor(0.54875)
1516,56179.png,tie,tensor(0.50610)
1516,56179.png,tie,tensor(0.50301)
1517,12396.png,person,tensor(0.60743)
1520,96420.png,tie,tensor(0.77993)
1521,65312.png,person,tensor(0.62101)
1523,28690.png,person,tensor(0.72025)
1524,50163.png,person,tensor(0.87306)
1524,50163.png,sheep,tensor(0.84183)
1524,50163.png,sheep,tensor(0.79564)
1524,50163.png,sheep,tensor(0.74231)
1524,50163.png,sheep,tensor(0.66710)
1524,50163.png,sheep,tensor(0.66562)
1524,50163.png,sheep,tensor(0.56793)
1526,29643.png,cup,tensor(0.66852)
1526,29643.png,cup,tensor(0.62001)
1526,29643.png,dining table,tensor(0.55786)
1529,98361.png,person,tensor(0.71680)
1529,98361.png,person,tensor(0.65101)
1531,25341.png,cow,tensor(0.51907)
1534,15097.png,tie,tensor(0.58939)
1534,15097.png,person,tensor(0.57667)
1535,78069.png,person,tensor(0.73525)
1536,40967.png,person,tensor(0.68284)
1537,37865.png,person,tensor(0.82866)
1539,76239.png,tie,tensor(0.83248)
1539,76239.png,person,tensor(0.81678)
1540,34975.png,person,tensor(0.57423)
1541,85417.png,person,tensor(0.85993)
1541,85417.png,wine glass,tensor(0.81297)
1541,85417.png,wine glass,tensor(0.73920)
1541,85417.png,person,tensor(0.72579)
1543,71634.png,tie,tensor(0.81434)
1543,71634.png,bowl,tensor(0.75584)
1545,42038.png,tie,tensor(0.64183)
1545,42038.png,person,tensor(0.62168)
1545,42038.png,person,tensor(0.58513)
1545,42038.png,person,tensor(0.52942)
1546,49173.png,person,tensor(0.85076)
1546,49173.png,person,tensor(0.82751)
1546,49173.png,motorcycle,tensor(0.82643)
1546,49173.png,person,tensor(0.81250)
1546,49173.png,person,tensor(0.78041)
1546,49173.png,person,tensor(0.69761)
1546,49173.png,person,tensor(0.69669)
1546,49173.png,person,tensor(0.64736)
1546,49173.png,person,tensor(0.58517)
1546,49173.png,person,tensor(0.51956)
1547,38259.png,person,tensor(0.66513)
1548,43170.png,tie,tensor(0.84765)
1548,43170.png,person,tensor(0.66781)
1550,17094.png,person,tensor(0.64421)
1551,82945.png,person,tensor(0.81833)
1551,82945.png,person,tensor(0.56452)
1552,58417.png,person,tensor(0.83319)
1553,59814.png,vase,tensor(0.65126)
1553,59814.png,cup,tensor(0.50675)
1555,18204.png,person,tensor(0.71902)
1560,26137.png,person,tensor(0.67325)
1563,38697.png,chair,tensor(0.83813)
1563,38697.png,person,tensor(0.73186)
1563,38697.png,cup,tensor(0.70679)
1563,38697.png,person,tensor(0.66867)
1563,38697.png,laptop,tensor(0.55098)
1564,76032.png,sheep,tensor(0.71248)
1564,76032.png,bird,tensor(0.51203)
1565,74890.png,person,tensor(0.80634)
1565,74890.png,cup,tensor(0.73033)
1566,89642.png,person,tensor(0.60555)
1566,89642.png,person,tensor(0.58474)
1566,89642.png,person,tensor(0.54710)
1568,08376.png,car,tensor(0.63948)
1569,52349.png,dog,tensor(0.69696)
1571,07159.png,person,tensor(0.57762)
1572,40237.png,person,tensor(0.74012)
1573,41372.png,person,tensor(0.86983)
1573,41372.png,person,tensor(0.85507)
1573,41372.png,person,tensor(0.84888)
1573,41372.png,person,tensor(0.73996)
1573,41372.png,person,tensor(0.73823)
1573,41372.png,person,tensor(0.70247)
1573,41372.png,person,tensor(0.68730)
1574,18094.png,person,tensor(0.54333)
1575,50824.png,person,tensor(0.60435)
1575,50824.png,person,tensor(0.51914)
1576,68457.png,person,tensor(0.88260)
1578,23648.png,person,tensor(0.76215)
1579,50691.png,person,tensor(0.61586)
1579,50691.png,person,tensor(0.55444)
1580,75039.png,person,tensor(0.50086)
1581,09563.png,cow,tensor(0.61129)
1582,59402.png,person,tensor(0.71605)
1583,23198.png,person,tensor(0.78723)
1584,78946.png,person,tensor(0.59169)
1585,19426.png,person,tensor(0.68380)
1588,65804.png,person,tensor(0.62100)
1589,37208.png,person,tensor(0.60399)
1590,07234.png,person,tensor(0.74611)
1590,07234.png,tie,tensor(0.62991)
1590,07234.png,person,tensor(0.52821)
1591,53872.png,person,tensor(0.85471)
1592,70549.png,person,tensor(0.67618)
1594,13402.png,person,tensor(0.72716)
1594,13402.png,person,tensor(0.72165)
1595,90875.png,person,tensor(0.72678)
1596,49157.png,cat,tensor(0.87169)
1597,05931.png,person,tensor(0.50613)
1600,90534.png,person,tensor(0.85486)
1600,90534.png,baseball bat,tensor(0.73540)
1602,37294.png,bottle,tensor(0.72239)
1603,89657.png,person,tensor(0.79967)
1603,89657.png,person,tensor(0.71567)
1605,43651.png,person,tensor(0.66363)
1606,25149.png,person,tensor(0.55862)
1608,94216.png,person,tensor(0.67552)
1610,56091.png,person,tensor(0.84670)
1610,56091.png,laptop,tensor(0.58800)
1610,56091.png,sheep,tensor(0.52863)
1611,54023.png,person,tensor(0.57440)
1612,41896.png,person,tensor(0.66754)
1612,41896.png,person,tensor(0.52486)
1613,84639.png,person,tensor(0.71027)
1614,68752.png,person,tensor(0.51467)
1619,28751.png,clock,tensor(0.83282)
1622,51498.png,tie,tensor(0.56438)
1622,51498.png,person,tensor(0.52137)
1623,18452.png,chair,tensor(0.88137)
1623,18452.png,chair,tensor(0.66213)
1623,18452.png,person,tensor(0.61601)
1624,13596.png,person,tensor(0.83536)
1624,13596.png,person,tensor(0.81876)
1624,13596.png,person,tensor(0.81195)
1624,13596.png,person,tensor(0.78801)
1625,14893.png,person,tensor(0.88862)
1625,14893.png,person,tensor(0.88564)
1625,14893.png,tie,tensor(0.72512)
1627,84965.png,person,tensor(0.91333)
1627,84965.png,tie,tensor(0.82714)
1627,84965.png,person,tensor(0.78382)
1627,84965.png,laptop,tensor(0.77787)
1627,84965.png,mouse,tensor(0.55903)
1628,62135.png,person,tensor(0.52049)
1629,32478.png,person,tensor(0.76164)
1631,01497.png,person,tensor(0.68084)
1631,01497.png,bottle,tensor(0.56886)
1633,90734.png,person,tensor(0.80780)
1633,90734.png,person,tensor(0.72870)
1633,90734.png,person,tensor(0.70310)
1633,90734.png,person,tensor(0.67665)
1633,90734.png,person,tensor(0.67249)
1633,90734.png,person,tensor(0.66244)
1633,90734.png,person,tensor(0.66187)
1633,90734.png,person,tensor(0.63293)
1633,90734.png,person,tensor(0.62038)
1633,90734.png,chair,tensor(0.61812)
1633,90734.png,person,tensor(0.58654)
1633,90734.png,cell phone,tensor(0.53255)
1633,90734.png,person,tensor(0.50940)
1634,72805.png,person,tensor(0.55310)
1635,13964.png,person,tensor(0.71381)
1635,13964.png,person,tensor(0.64656)
1636,32081.png,person,tensor(0.53222)
1638,48651.png,person,tensor(0.89105)
1638,48651.png,person,tensor(0.73430)
1638,48651.png,person,tensor(0.67187)
1638,48651.png,person,tensor(0.53685)
1638,48651.png,person,tensor(0.51425)
1639,32941.png,person,tensor(0.75992)
1639,32941.png,person,tensor(0.58891)
1639,32941.png,person,tensor(0.56598)
1639,32941.png,person,tensor(0.55136)
1639,32941.png,person,tensor(0.53584)
1639,32941.png,person,tensor(0.52071)
1641,23401.png,dog,tensor(0.81992)
1641,23401.png,person,tensor(0.72588)
1641,23401.png,person,tensor(0.51868)
1643,37054.png,person,tensor(0.82755)
1644,17564.png,person,tensor(0.56820)
1645,16420.png,person,tensor(0.81592)
1645,16420.png,person,tensor(0.70297)
1645,16420.png,person,tensor(0.52965)
1647,76850.png,person,tensor(0.92865)
1647,76850.png,person,tensor(0.89086)
1647,76850.png,person,tensor(0.85572)
1647,76850.png,person,tensor(0.85428)
1648,92613.png,person,tensor(0.78797)
1648,92613.png,person,tensor(0.54555)
1648,92613.png,donut,tensor(0.53376)
1650,03165.png,person,tensor(0.66726)
1651,34065.png,person,tensor(0.85106)
1651,34065.png,person,tensor(0.81588)
1651,34065.png,person,tensor(0.79480)
1651,34065.png,person,tensor(0.79192)
1651,34065.png,person,tensor(0.66785)
1651,34065.png,person,tensor(0.65769)
1654,24958.png,person,tensor(0.56201)
1655,59436.png,person,tensor(0.59619)
1657,80976.png,tie,tensor(0.70578)
1657,80976.png,tie,tensor(0.67938)
1657,80976.png,person,tensor(0.54588)
1657,80976.png,person,tensor(0.51893)
1658,12765.png,person,tensor(0.66880)
1659,59801.png,person,tensor(0.63701)
1659,59801.png,person,tensor(0.60893)
1659,59801.png,person,tensor(0.56144)
1660,57326.png,person,tensor(0.86498)
1660,57326.png,person,tensor(0.85366)
1660,57326.png,person,tensor(0.81134)
1660,57326.png,person,tensor(0.80792)
1660,57326.png,person,tensor(0.62514)
1662,36571.png,person,tensor(0.90357)
1662,36571.png,person,tensor(0.88912)
1662,36571.png,person,tensor(0.77987)
1662,36571.png,person,tensor(0.69174)
1662,36571.png,person,tensor(0.63197)
1662,36571.png,person,tensor(0.62642)
1662,36571.png,person,tensor(0.61376)
1662,36571.png,person,tensor(0.53902)
1662,36571.png,person,tensor(0.53702)
1662,36571.png,person,tensor(0.52396)
1662,36571.png,person,tensor(0.51200)
1663,13675.png,person,tensor(0.83534)
1666,43792.png,dog,tensor(0.65111)
1667,45630.png,person,tensor(0.63121)
1670,07452.png,airplane,tensor(0.92472)
1670,07452.png,airplane,tensor(0.86523)
1670,07452.png,airplane,tensor(0.82901)
1670,07452.png,airplane,tensor(0.80602)
1670,07452.png,airplane,tensor(0.69142)
1672,52716.png,dog,tensor(0.75405)
1675,73609.png,person,tensor(0.55725)
1676,50263.png,person,tensor(0.74790)
1677,86372.png,person,tensor(0.52492)
1678,74953.png,tie,tensor(0.86773)
1678,74953.png,person,tensor(0.72127)
1679,37420.png,person,tensor(0.82732)
1679,37420.png,person,tensor(0.80572)
1679,37420.png,boat,tensor(0.77562)
1679,37420.png,car,tensor(0.75815)
1679,37420.png,person,tensor(0.73066)
1679,37420.png,boat,tensor(0.57663)
1680,54137.png,person,tensor(0.77752)
1681,13486.png,person,tensor(0.70681)
1683,25748.png,person,tensor(0.67106)
1684,67413.png,airplane,tensor(0.74259)
1684,67413.png,airplane,tensor(0.72264)
1685,48970.png,cow,tensor(0.69904)
1686,07965.png,person,tensor(0.61553)
1687,89107.png,person,tensor(0.77183)
1687,89107.png,baseball glove,tensor(0.60387)
1690,18724.png,person,tensor(0.85084)
1690,18724.png,person,tensor(0.79031)
1690,18724.png,person,tensor(0.72840)
1690,18724.png,person,tensor(0.62729)
1690,18724.png,person,tensor(0.56325)
1692,07539.png,person,tensor(0.73193)
1692,07539.png,bottle,tensor(0.57858)
1693,31068.png,person,tensor(0.84566)
1693,31068.png,tie,tensor(0.75627)
1694,79603.png,person,tensor(0.76675)
1694,79603.png,person,tensor(0.75260)
1695,98604.png,person,tensor(0.68108)
1695,98604.png,tie,tensor(0.60430)
1695,98604.png,person,tensor(0.52460)
1696,51473.png,person,tensor(0.60173)
1697,96073.png,person,tensor(0.83725)
1697,96073.png,person,tensor(0.83310)
1697,96073.png,person,tensor(0.50660)
1699,17832.png,person,tensor(0.61192)
1700,56134.png,person,tensor(0.82887)
1700,56134.png,sheep,tensor(0.75000)
1700,56134.png,sheep,tensor(0.74322)
1700,56134.png,person,tensor(0.63518)
1700,56134.png,person,tensor(0.55350)
1700,56134.png,sheep,tensor(0.52467)
1701,57089.png,person,tensor(0.65460)
1701,57089.png,frisbee,tensor(0.51862)
1703,16052.png,bottle,tensor(0.84311)
1703,16052.png,person,tensor(0.76130)
1703,16052.png,sink,tensor(0.61171)
1703,16052.png,potted plant,tensor(0.59693)
1705,36981.png,person,tensor(0.86945)
1705,36981.png,sports ball,tensor(0.60281)
1706,90251.png,person,tensor(0.67045)
1708,10258.png,person,tensor(0.56228)
1708,10258.png,tie,tensor(0.54775)
1710,80253.png,person,tensor(0.52588)
1711,70654.png,person,tensor(0.78750)
1711,70654.png,person,tensor(0.67970)
1711,70654.png,person,tensor(0.65230)
1711,70654.png,person,tensor(0.63918)
1711,70654.png,person,tensor(0.63447)
1711,70654.png,umbrella,tensor(0.50663)
1712,71352.png,person,tensor(0.85302)
1712,71352.png,person,tensor(0.73619)
1712,71352.png,skateboard,tensor(0.69237)
1712,71352.png,person,tensor(0.67214)
1712,71352.png,person,tensor(0.60908)
1712,71352.png,person,tensor(0.55718)
1712,71352.png,person,tensor(0.52205)
1714,98346.png,person,tensor(0.64458)
1716,17439.png,fork,tensor(0.76603)
1716,17439.png,sandwich,tensor(0.53463)
1718,34680.png,tie,tensor(0.87670)
1719,38609.png,person,tensor(0.56385)
1720,78639.png,cat,tensor(0.88899)
1721,04638.png,person,tensor(0.86750)
1721,04638.png,person,tensor(0.79334)
1721,04638.png,person,tensor(0.64918)
1721,04638.png,person,tensor(0.60882)
1721,04638.png,person,tensor(0.53897)
1721,04638.png,person,tensor(0.52246)
1721,04638.png,person,tensor(0.52161)
1723,52790.png,person,tensor(0.73838)
1723,52790.png,person,tensor(0.54387)
1724,84032.png,person,tensor(0.76111)
1725,90321.png,person,tensor(0.68392)
1725,90321.png,person,tensor(0.68309)
1725,90321.png,person,tensor(0.63481)
1725,90321.png,person,tensor(0.61002)
1725,90321.png,person,tensor(0.52140)
1726,27380.png,pizza,tensor(0.84535)
1726,27380.png,cup,tensor(0.83745)
1726,27380.png,pizza,tensor(0.79550)
1726,27380.png,cup,tensor(0.75764)
1726,27380.png,pizza,tensor(0.68682)
1727,23754.png,person,tensor(0.70898)
1728,30127.png,person,tensor(0.57084)
1730,80123.png,cup,tensor(0.79878)
1731,83504.png,person,tensor(0.71626)
1734,81370.png,person,tensor(0.89648)
1735,23971.png,person,tensor(0.65014)
1736,28641.png,person,tensor(0.71396)
1738,23109.png,cup,tensor(0.57524)
1738,23109.png,person,tensor(0.52697)
1738,23109.png,person,tensor(0.52287)
1739,78294.png,person,tensor(0.82526)
1739,78294.png,person,tensor(0.77473)
1739,78294.png,person,tensor(0.62789)
1739,78294.png,cell phone,tensor(0.61480)
1739,78294.png,handbag,tensor(0.50332)
1740,64037.png,person,tensor(0.80425)
1740,64037.png,person,tensor(0.68569)
1741,91738.png,person,tensor(0.86371)
1742,08569.png,person,tensor(0.78407)
1742,08569.png,person,tensor(0.55760)
1744,50964.png,person,tensor(0.87491)
1746,90417.png,clock,tensor(0.53828)
1747,90315.png,potted plant,tensor(0.80133)
1747,90315.png,potted plant,tensor(0.69630)
1747,90315.png,person,tensor(0.54752)
1749,97035.png,elephant,tensor(0.52415)
1750,39640.png,person,tensor(0.74404)
1751,70142.png,person,tensor(0.75583)
1751,70142.png,person,tensor(0.67310)
1751,70142.png,person,tensor(0.56652)
1751,70142.png,person,tensor(0.54968)
1751,70142.png,person,tensor(0.53964)
1751,70142.png,person,tensor(0.51725)
1752,05162.png,person,tensor(0.73241)
1754,84203.png,person,tensor(0.75496)
1756,31847.png,dog,tensor(0.72805)
1756,31847.png,person,tensor(0.61146)
1757,19385.png,person,tensor(0.65249)
1758,10839.png,person,tensor(0.60274)
1762,85173.png,person,tensor(0.83788)
1762,85173.png,sheep,tensor(0.75915)
1762,85173.png,sheep,tensor(0.73562)
1762,85173.png,sheep,tensor(0.73553)
1762,85173.png,sheep,tensor(0.67606)
1762,85173.png,sheep,tensor(0.62613)
1762,85173.png,person,tensor(0.57687)
1762,85173.png,person,tensor(0.55400)
1762,85173.png,sheep,tensor(0.52752)
1763,65187.png,person,tensor(0.69865)
1765,19682.png,tie,tensor(0.90559)
1765,19682.png,person,tensor(0.74252)
1765,19682.png,person,tensor(0.70276)
1765,19682.png,person,tensor(0.55326)
1766,65130.png,person,tensor(0.89964)
1766,65130.png,train,tensor(0.55159)
1770,17280.png,person,tensor(0.90425)
1770,17280.png,person,tensor(0.57014)
1773,70682.png,person,tensor(0.64254)
1774,03562.png,wine glass,tensor(0.88441)
1777,43207.png,person,tensor(0.58143)
1777,43207.png,person,tensor(0.51139)
1779,58462.png,tie,tensor(0.85900)
